batsman,total_matches,total_runs,total_balls,total_fours,total_sixes,total_outs,total_30_plus,avg_runs,avg_strike_rate,boundary_freq,consistency_30_plus,dismissal_rate,position_preference,position_label
R Sanjay Yadav,1,0,2,0,0,1,0,0.0,0.0,0.0,0.0,1.0,7,Finisher
R Shepherd,9,115,68,7,10,5,1,12.777777777777779,169.11764705882354,0.25,0.1111111111111111,0.5555555555555556,7,Finisher
R Tewatia,53,902,695,73,44,34,12,17.0188679245283,129.7841726618705,0.1683453237410072,0.22641509433962265,0.6415094339622641,4,Middle-order
RA Bawa,2,11,14,1,0,2,0,5.5,78.57142857142857,0.07142857142857142,0.0,1.0,5,Middle-order
RA Jadeja,55,1032,746,80,42,28,10,18.763636363636362,138.3378016085791,0.16353887399463807,0.18181818181818182,0.509090909090909,6,Finisher
RA Tripathi,60,1478,1080,149,57,53,21,24.633333333333333,136.85185185185185,0.19074074074074074,0.35,0.8833333333333333,1,Opener
RD Chahar,17,114,114,11,5,13,0,6.705882352941177,100.0,0.14035087719298245,0.0,0.7647058823529411,10,Finisher
RD Gaikwad,65,2380,1781,217,91,55,36,36.61538461538461,133.63279056709715,0.1729365524985963,0.5538461538461539,0.8461538461538461,2,Opener
RG Sharma,69,1732,1367,168,86,67,26,25.10144927536232,126.70080468178493,0.18580833942940747,0.37681159420289856,0.9710144927536232,3,Anchor
RJ Gleeson,1,2,2,0,0,0,0,2.0,100.0,0.0,0.0,0.0,11,Finisher
RJW Topley,1,3,6,0,0,0,0,3.0,50.0,0.0,0.0,0.0,10,Finisher
RK Bhui,2,3,9,0,0,2,0,1.5,33.33333333333333,0.0,0.0,1.0,5,Middle-order
RK Singh,33,827,586,62,44,23,10,25.060606060606062,141.12627986348122,0.18088737201365188,0.30303030303030304,0.696969696969697,5,Middle-order
RM Patidar,24,799,534,51,54,23,13,33.291666666666664,149.625468164794,0.19662921348314608,0.5416666666666666,0.9583333333333334,3,Anchor
RP Meredith,2,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10,Finisher
RR Pant,56,1555,1192,146,60,44,24,27.767857142857142,130.45302013422818,0.17281879194630873,0.42857142857142855,0.7857142857142857,6,Finisher
RR Rossouw,17,420,270,42,22,15,7,24.705882352941178,155.55555555555557,0.23703703703703705,0.4117647058823529,0.8823529411764706,2,Opener
RV Patel,7,80,76,6,2,4,0,11.428571428571429,105.26315789473684,0.10526315789473684,0.0,0.5714285714285714,5,Middle-order
RV Uthappa,27,541,437,46,26,26,8,20.037037037037038,123.79862700228831,0.16475972540045766,0.2962962962962963,0.9629629629629629,3,Anchor
Rahmanullah Gurbaz,13,289,228,24,19,13,3,22.23076923076923,126.75438596491229,0.18859649122807018,0.23076923076923078,1.0,1,Opener
Ramandeep Singh,13,170,106,8,13,6,1,13.076923076923077,160.37735849056605,0.19811320754716982,0.07692307692307693,0.46153846153846156,6,Finisher
Rashid Khan,41,441,288,34,29,25,5,10.75609756097561,153.125,0.21875,0.12195121951219512,0.6097560975609756,9,Finisher
Rasikh Salam,5,35,36,5,0,5,0,7.0,97.22222222222221,0.1388888888888889,0.0,1.0,8,Finisher
Ravi Bishnoi,14,32,52,2,0,7,0,2.2857142857142856,61.53846153846154,0.038461538461538464,0.0,0.5,8,Finisher
S Dhawan,63,2190,1708,244,57,55,32,34.76190476190476,128.22014051522248,0.1762295081967213,0.5079365079365079,0.873015873015873,3,Anchor
S Dube,57,1462,1044,85,98,46,18,25.649122807017545,140.03831417624522,0.1752873563218391,0.3157894736842105,0.8070175438596491,4,Middle-order
S Gopal,8,53,53,5,1,5,0,6.625,100.0,0.11320754716981132,0.0,0.625,8,Finisher
S Kaul,2,8,8,1,0,0,0,4.0,100.0,0.125,0.0,0.0,10,Finisher
S Nadeem,3,7,9,1,0,2,0,2.3333333333333335,77.77777777777779,0.1111111111111111,0.0,0.6666666666666666,8,Finisher
SA Abbott,1,7,5,0,1,1,0,7.0,140.0,0.2,0.0,1.0,7,Finisher
SA Yadav,64,2050,1325,225,83,54,30,32.03125,154.7169811320755,0.23245283018867924,0.46875,0.84375,5,Middle-order
SB Dubey,3,33,21,3,2,2,0,11.0,157.14285714285714,0.23809523809523808,0.0,0.6666666666666666,5,Middle-order
SD Hope,9,183,125,12,12,7,3,20.333333333333332,146.4,0.192,0.3333333333333333,0.7777777777777778,2,Opener
SE Rutherford,2,33,52,1,1,2,0,16.5,63.46153846153846,0.038461538461538464,0.0,1.0,4,Middle-order
SH Johnson,3,6,7,1,0,0,0,2.0,85.71428571428571,0.14285714285714285,0.0,0.0,10,Finisher
SK Raina,11,160,133,13,9,7,1,14.545454545454545,120.30075187969925,0.16541353383458646,0.09090909090909091,0.6363636363636364,4,Middle-order
SM Curran,40,788,618,61,34,31,7,19.7,127.50809061488673,0.15372168284789645,0.175,0.775,5,Middle-order
SN Khan,14,177,165,18,3,11,3,12.642857142857142,107.27272727272728,0.12727272727272726,0.21428571428571427,0.7857142857142857,5,Middle-order
SN Thakur,28,271,207,22,12,19,1,9.678571428571429,130.91787439613526,0.1642512077294686,0.03571428571428571,0.6785714285714286,7,Finisher
SO Hetmyer,60,1153,778,72,75,34,15,19.216666666666665,148.20051413881748,0.18894601542416453,0.25,0.5666666666666667,6,Finisher
SP Goswami,2,0,5,0,0,2,0,0.0,0.0,0.0,0.0,1.0,2,Opener
SP Jackson,5,23,26,0,1,4,0,4.6,88.46153846153845,0.038461538461538464,0.0,0.8,6,Finisher
SP Narine,52,763,503,71,53,44,6,14.673076923076923,151.68986083499004,0.24652087475149106,0.11538461538461539,0.8461538461538461,2,Opener
SPD Smith,21,463,383,45,11,17,7,22.047619047619047,120.88772845953002,0.1462140992167102,0.3333333333333333,0.8095238095238095,1,Opener
SR Watson,11,299,254,33,13,10,5,27.181818181818183,117.71653543307086,0.18110236220472442,0.45454545454545453,0.9090909090909091,1,Opener
SS Cottrell,1,0,2,0,0,1,0,0.0,0.0,0.0,0.0,1.0,10,Finisher
SS Iyer,53,1446,1174,122,46,42,21,27.28301886792453,123.1686541737649,0.14310051107325383,0.39622641509433965,0.7924528301886793,2,Opener
SS Prabhudessai,10,126,113,11,4,9,1,12.6,111.50442477876106,0.13274336283185842,0.1,0.9,6,Finisher
SS Tiwary,9,218,180,18,5,7,4,24.22222222222222,121.1111111111111,0.12777777777777777,0.4444444444444444,0.7777777777777778,5,Middle-order
SV Samson,74,2210,1542,182,117,62,30,29.864864864864863,143.32036316472113,0.19390402075226978,0.40540540540540543,0.8378378378378378,2,Opener
SW Billings,8,169,143,9,10,7,2,21.125,118.18181818181819,0.13286713286713286,0.25,0.875,5,Middle-order
SZ Mulani,1,1,1,0,0,0,0,1.0,100.0,0.0,0.0,0.0,11,Finisher
Sachin Baby,1,7,17,0,0,1,0,7.0,41.17647058823529,0.0,0.0,1.0,6,Finisher
Sameer Rizvi,5,51,43,4,2,4,0,10.2,118.6046511627907,0.13953488372093023,0.0,0.8,5,Middle-order
Sandeep Sharma,9,22,29,2,0,2,0,2.4444444444444446,75.86206896551724,0.06896551724137931,0.0,0.2222222222222222,9,Finisher
Sanvir Singh,5,25,22,2,1,2,0,5.0,113.63636363636364,0.13636363636363635,0.0,0.4,10,Finisher
Saurav Chauhan,3,18,16,1,1,3,0,6.0,112.5,0.125,0.0,1.0,4,Middle-order
Shahbaz Ahmed,37,536,467,28,25,27,5,14.486486486486486,114.77516059957173,0.11349036402569593,0.13513513513513514,0.7297297297297297,5,Middle-order
Shakib Al Hasan,6,47,50,3,1,5,0,7.833333333333333,94.0,0.08,0.0,0.8333333333333334,6,Finisher
Shashank Singh,19,423,272,33,25,11,5,22.263157894736842,155.51470588235296,0.21323529411764705,0.2631578947368421,0.5789473684210527,5,Middle-order
Shivam Mavi,8,38,43,3,2,6,0,4.75,88.37209302325581,0.11627906976744186,0.0,0.75,10,Finisher
Shivam Singh,1,2,3,0,0,0,0,2.0,66.66666666666666,0.0,0.0,0.0,7,Finisher
Shubman Gill,76,2717,2048,267,80,69,41,35.75,132.666015625,0.16943359375,0.5394736842105263,0.9078947368421053,3,Anchor
Sikandar Raza,9,182,143,12,8,7,2,20.22222222222222,127.27272727272727,0.13986013986013987,0.2222222222222222,0.7777777777777778,4,Middle-order
Simarjeet Singh,3,7,8,0,0,1,0,2.3333333333333335,87.5,0.0,0.0,0.3333333333333333,7,Finisher
Sumit Kumar,3,18,26,2,1,2,0,6.0,69.23076923076923,0.11538461538461539,0.0,0.6666666666666666,6,Finisher
Swapnil Singh,6,39,26,3,3,2,0,6.5,150.0,0.23076923076923078,0.0,0.3333333333333333,8,Finisher
T Banton,2,18,22,1,1,2,0,9.0,81.81818181818183,0.09090909090909091,0.0,1.0,4,Middle-order
T Kohler-Cadmore,3,48,54,7,1,3,0,16.0,88.88888888888889,0.14814814814814814,0.0,1.0,3,Anchor
T Natarajan,2,3,5,0,0,0,0,1.5,60.0,0.0,0.0,0.0,11,Finisher
T Shamsi,1,2,4,0,0,0,0,2.0,50.0,0.0,0.0,0.0,8,Finisher
T Stubbs,17,405,239,26,26,9,6,23.823529411764707,169.4560669456067,0.2175732217573222,0.35294117647058826,0.5294117647058824,4,Middle-order
TA Boult,18,71,68,5,2,5,0,3.9444444444444446,104.41176470588236,0.10294117647058823,0.0,0.2777777777777778,8,Finisher
TG Southee,6,5,17,0,0,5,0,0.8333333333333334,29.411764705882355,0.0,0.0,0.8333333333333334,8,Finisher
TH David,35,659,417,38,46,22,10,18.82857142857143,158.0335731414868,0.2014388489208633,0.2857142857142857,0.6285714285714286,5,Middle-order
TK Curran,6,104,80,7,3,2,1,17.333333333333332,130.0,0.125,0.16666666666666666,0.3333333333333333,7,Finisher
TL Seifert,3,26,26,4,0,3,0,8.666666666666666,100.0,0.15384615384615385,0.0,1.0,2,Opener
TM Head,15,567,307,64,32,14,8,37.8,184.69055374592833,0.3127035830618892,0.5333333333333333,0.9333333333333333,2,Opener
TS Mills,2,0,3,0,0,1,0,0.0,0.0,0.0,0.0,0.5,10,Finisher
TU Deshpande,4,21,15,2,1,1,0,5.25,140.0,0.2,0.0,0.25,9,Finisher
Tanush Kotian,1,24,32,3,0,1,0,24.0,75.0,0.09375,0.0,1.0,2,Opener
Tilak Varma,38,1156,830,90,58,28,20,30.42105263157895,139.27710843373492,0.1783132530120482,0.5263157894736842,0.7368421052631579,4,Middle-order
UT Yadav,15,86,78,5,5,8,0,5.733333333333333,110.25641025641026,0.1282051282051282,0.0,0.5333333333333333,10,Finisher
Umran Malik,5,23,16,1,2,1,0,4.6,143.75,0.1875,0.0,0.2,10,Finisher
V Kohli,75,2597,2025,226,82,63,38,34.626666666666665,128.2469135802469,0.15209876543209877,0.5066666666666667,0.84,1,Opener
V Shankar,31,558,461,46,21,26,4,18.0,121.04121475054231,0.14533622559652928,0.12903225806451613,0.8387096774193549,4,Middle-order
V Viyaskanth,1,7,5,0,0,0,0,7.0,140.0,0.0,0.0,0.0,11,Finisher
VG Arora,7,9,17,0,0,2,0,1.2857142857142858,52.94117647058824,0.0,0.0,0.2857142857142857,11,Finisher
VR Aaron,2,1,10,0,0,1,0,0.5,10.0,0.0,0.0,0.5,11,Finisher
VR Iyer,49,1326,1000,121,61,42,19,27.06122448979592,132.6,0.182,0.3877551020408163,0.8571428571428571,3,Anchor
Vijaykumar Vyshak,4,14,13,0,1,2,0,3.5,107.6923076923077,0.07692307692307693,0.0,0.5,10,Finisher
Virat Singh,2,15,26,1,0,2,0,7.5,57.692307692307686,0.038461538461538464,0.0,1.0,4,Middle-order
Vishnu Vinod,3,37,32,2,2,3,1,12.333333333333334,115.625,0.125,0.3333333333333333,1.0,5,Middle-order
Vivrant Sharma,1,69,49,9,2,1,1,69.0,140.81632653061226,0.22448979591836735,1.0,1.0,1,Opener
WD Parnell,1,2,6,0,0,1,0,2.0,33.33333333333333,0.0,0.0,1.0,8,Finisher
WG Jacks,8,230,133,16,18,6,3,28.75,172.93233082706766,0.2556390977443609,0.375,0.75,3,Anchor
WP Saha,50,1169,986,136,28,45,16,23.38,118.55983772819472,0.1663286004056795,0.32,0.9,2,Opener
Washington Sundar,26,303,285,27,5,21,2,11.653846153846153,106.3157894736842,0.11228070175438597,0.07692307692307693,0.8076923076923077,6,Finisher
YBK Jaiswal,52,1607,1095,199,64,49,23,30.903846153846153,146.7579908675799,0.2401826484018265,0.4423076923076923,0.9423076923076923,1,Opener
YS Chahal,5,16,40,0,0,2,0,3.2,40.0,0.0,0.0,0.4,10,Finisher
YV Dhull,3,16,23,1,0,3,0,5.333333333333333,69.56521739130434,0.043478260869565216,0.0,1.0,5,Middle-order
Yash Dayal,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,1.0,10,Finisher
Yudhvir Singh,4,22,16,1,2,4,0,5.5,137.5,0.1875,0.0,1.0,9,Finisher
